序号,学校名称,主管部门,省份,城市,985,211,双一流,类型,层次,性质,状态
731,重庆医科大学,重庆市,重庆,重庆,,,,医药,本科,公办,成功
732,西南大学,教育部,重庆,重庆,,211.0,双一流,师范,本科,公办,成功
733,重庆师范大学,重庆市,重庆,重庆,,,,师范,本科,公办,成功
734,重庆文理学院,重庆市,重庆,重庆,,,,0,本科,公办,成功
735,重庆三峡科技大学,,重庆,重庆,,,,,本科,公办,成功
736,长江师范学院,重庆市,重庆,重庆,,,,0,本科,公办,成功
737,四川外国语大学,重庆市,重庆,重庆,,,,语言,本科,公办,成功
738,西南政法大学,重庆市,重庆,重庆,,,,政法,本科,公办,成功
739,四川美术学院,重庆市,重庆,重庆,,,,艺术,本科,公办,成功
740,重庆科技大学,重庆市,重庆,重庆,,,,0,本科,公办,成功
741,重庆理工大学,重庆市,重庆,重庆,,,,理工,本科,公办,成功
742,重庆工商大学,重庆市,重庆,重庆,,,,财经,本科,公办,成功
743,重庆警察学院,重庆市,重庆,重庆,,,,0,本科,公办,本省未招生
744,重庆第二师范学院,重庆市,重庆,重庆,,,,0,本科,公办,本省未招生
745,重庆工业职业技术大学,重庆市,重庆,重庆,,,,,本科,公办,本省未招生
746,重庆电子科技职业大学,重庆市,重庆,重庆,,,,0,本科,公办,成功
747,四川大学,教育部,四川,成都,985.0,211.0,双一流,综合,本科,公办,成功
748,西南交通大学,教育部,四川,成都,,211.0,双一流,理工,本科,公办,成功
749,电子科技大学,教育部,四川,成都,985.0,211.0,双一流,理工,本科,公办,成功
750,西南石油大学,四川省,四川,成都,,,双一流,理工,本科,公办,成功
751,成都理工大学,四川省,四川,成都,,,双一流,理工,本科,公办,成功
752,西南科技大学,四川省,四川,绵阳,,,,理工,本科,公办,成功
753,成都信息工程大学,四川省,四川,成都,,,,理工,本科,公办,成功
754,四川轻化工大学,四川省,四川,自贡,,,,0,本科,公办,成功
755,西华大学,四川省,四川,成都,,,,综合,本科,公办,成功
756,中国民用航空飞行学院,交通运输部（中国民用航空局）,四川,德阳,,,,0,本科,公办,成功
757,四川农业大学,四川省,四川,雅安,,211.0,双一流,农林,本科,公办,成功
758,西昌学院,四川省,四川,凉山,,,,0,本科,公办,成功
759,西南医科大学,四川省,四川,泸州,,,,0,本科,公办,成功
760,成都中医药大学,四川省,四川,成都,,,双一流,医药,本科,公办,成功
761,川北医学院,四川省,四川,南充,,,,0,本科,公办,成功
762,四川师范大学,四川省,四川,成都,,,,师范,本科,公办,成功
763,西华师范大学,四川省,四川,南充,,,,师范,本科,公办,成功
764,绵阳师范学院,四川省,四川,绵阳,,,,0,本科,公办,成功
765,内江师范学院,四川省,四川,内江,,,,0,本科,公办,成功
766,宜宾学院,四川省,四川,宜宾,,,,0,本科,公办,成功
767,四川文理学院,四川省,四川,达州,,,,0,本科,公办,本省未招生
768,阿坝师范学院,四川省,四川,阿坝,,,,0,本科,公办,本省未招生
769,乐山师范学院,四川省,四川,乐山,,,,0,本科,公办,成功
770,西南财经大学,教育部,四川,成都,,211.0,双一流,财经,本科,公办,成功
771,成都体育学院,四川省,四川,成都,,,,0,本科,公办,成功
772,四川音乐学院,四川省,四川,成都,,,,0,本科,公办,成功
773,西南民族大学,国家民委,四川,成都,,,,民族,本科,公办,成功
774,成都大学,四川省,四川,成都,,,,综合,本科,公办,成功
775,成都工业学院,四川省,四川,成都,,,,0,本科,公办,成功
776,攀枝花学院,四川省,四川,攀枝花,,,,0,本科,公办,成功
777,四川旅游学院,四川省,四川,成都,,,,0,本科,公办,成功
778,四川民族学院,四川省,四川,甘孜,,,,0,本科,公办,本省未招生
779,四川警察学院,四川省,四川,泸州,,,,0,本科,公办,成功
780,成都医学院,四川省,四川,成都,,,,0,本科,公办,成功
781,成都师范学院,四川省,四川,成都,,,,0,本科,公办,成功
782,成都轻工职业技术大学,,四川,成都,,,,,本科,公办,本省未招生
783,成都航空职业技术大学,四川省,四川,成都,,,,,本科,公办,成功
784,四川工程职业技术大学,四川省,四川,德阳,,,,0,本科,公办,成功
785,四川建筑职业技术大学,,四川,德阳,,,,,本科,公办,成功
786,贵州大学,贵州省,贵州,贵阳,,211.0,双一流,综合,本科,公办,成功
787,贵州医科大学,贵州省,贵州,贵阳,,,,医药,本科,公办,成功
788,遵义医科大学,贵州省,贵州,遵义,,,,0,本科,公办,成功
789,贵州中医药大学,贵州省,贵州,贵阳,,,,0,本科,公办,成功
790,贵州师范大学,贵州省,贵州,贵阳,,,,师范,本科,公办,成功
791,遵义师范学院,贵州省,贵州,遵义,,,,0,本科,公办,本省未招生
792,铜仁学院,贵州省,贵州,铜仁,,,,0,本科,公办,本省未招生
793,兴义民族师范学院,贵州省,贵州,黔西南,,,,0,本科,公办,本省未招生
794,安顺学院,贵州省,贵州,安顺,,,,0,本科,公办,本省未招生
795,贵州工程应用技术学院,贵州省,贵州,毕节,,,,0,本科,公办,成功
796,凯里学院,贵州省,贵州,黔东南,,,,0,本科,公办,本省未招生
797,黔南民族师范学院,贵州省,贵州,黔南,,,,0,本科,公办,成功
798,贵州财经大学,贵州省,贵州,贵阳,,,,财经,本科,公办,成功
799,贵州民族大学,贵州省,贵州,贵阳,,,,0,本科,公办,成功
800,贵阳学院,贵州省,贵州,贵阳,,,,0,本科,公办,成功
801,六盘水师范学院,贵州省,贵州,六盘水,,,,0,本科,公办,本省未招生
802,贵州商学院,贵州省,贵州,贵阳,,,,0,本科,公办,本省未招生
803,贵州警察学院,贵州省,贵州,贵阳,,,,0,本科,公办,本省未招生
804,贵阳康养职业大学,贵州省,贵州,贵阳,,,,0,本科,公办,成功
805,贵州师范学院,贵州省,贵州,贵阳,,,,0,本科,公办,成功
806,贵州理工学院,贵州省,贵州,贵阳,,,,0,本科,公办,成功
807,贵州交通职业大学,贵州省,贵州,贵阳,,,,0,本科,公办,本省未招生
808,铜仁职业技术大学,贵州省,贵州,铜仁,,,,,本科,公办,本省未招生
809,贵州轻工职业大学,贵州省,贵州,贵阳,,,,,本科,公办,本省未招生
810,云南大学,云南省,云南,昆明,,211.0,双一流,综合,本科,公办,成功
811,昆明理工大学,云南省,云南,昆明,,,,理工,本科,公办,成功
812,云南农业大学,云南省,云南,昆明,,,,农林,本科,公办,成功
813,西南林业大学,云南省,云南,昆明,,,,农林,本科,公办,成功
814,昆明医科大学,云南省,云南,昆明,,,,医药,本科,公办,成功
815,大理大学,云南省,云南,大理,,,,0,本科,公办,成功
816,云南中医药大学,云南省,云南,昆明,,,,0,本科,公办,本省未招生
817,云南师范大学,云南省,云南,昆明,,,,师范,本科,公办,成功
818,昭通学院,云南省,云南,昭通,,,,0,本科,公办,本省未招生
819,曲靖师范学院,云南省,云南,曲靖,,,,0,本科,公办,成功
820,普洱学院,云南省,云南,普洱,,,,0,本科,公办,成功
821,保山学院,云南省,云南,保山,,,,0,本科,公办,本省未招生
822,红河学院,云南省,云南,红河,,,,0,本科,公办,成功
823,云南财经大学,云南省,云南,昆明,,,,财经,本科,公办,成功
824,云南艺术学院,云南省,云南,昆明,,,,0,本科,公办,成功
825,云南民族大学,云南省,云南,昆明,,,,民族,本科,公办,成功
826,玉溪师范学院,云南省,云南,玉溪,,,,0,本科,公办,成功
827,楚雄师范学院,云南省,云南,楚雄,,,,0,本科,公办,成功
828,云南警官学院,云南省,云南,昆明,,,,0,本科,公办,无效数据
829,昆明学院,云南省,云南,昆明,,,,0,本科,公办,本省未招生
830,文山学院,云南省,云南,文山,,,,0,本科,公办,成功
831,滇西科技师范学院,云南省,云南,临沧,,,,0,本科,公办,本省未招生
832,滇西应用技术大学,云南省,云南,大理,,,,0,本科,公办,本省未招生
833,昆明冶金职业大学,,云南,昆明,,,,,本科,公办,成功
834,曲靖健康医学院,云南省,云南,曲靖,,,,,本科,公办,本省未招生
835,丽江师范学院,云南省,云南,丽江,,,,0,本科,公办,本省未招生
836,德宏师范学院,云南省,云南,德宏,,,,,本科,公办,本省未招生
837,西藏农牧大学,西藏自治区,西藏,林芝,,,,,本科,公办,本省未招生
838,西藏大学,西藏自治区,西藏,拉萨,,211.0,双一流,综合,本科,公办,成功
839,西藏民族大学,西藏自治区,陕西,咸阳,,,,0,本科,公办,本省未招生
840,西藏藏医药大学,西藏自治区,西藏,拉萨,,,,0,本科,公办,本省未招生
841,拉萨师范学院,西藏自治区,西藏,拉萨,,,,,本科,公办,本省未招生
842,西北大学,陕西省,陕西,西安,,211.0,双一流,综合,本科,公办,成功
843,西安交通大学,教育部,陕西,西安,985.0,211.0,双一流,综合,本科,公办,成功
844,西北工业大学,工业和信息化部,陕西,西安,985.0,211.0,双一流,理工,本科,公办,成功
845,西安理工大学,陕西省,陕西,西安,,,,理工,本科,公办,成功
846,西安电子科技大学,教育部,陕西,西安,,211.0,双一流,理工,本科,公办,成功
847,西安工业大学,陕西省,陕西,西安,,,,理工,本科,公办,成功
848,西安建筑科技大学,陕西省,陕西,西安,,,,理工,本科,公办,成功
849,西安科技大学,陕西省,陕西,西安,,,,理工,本科,公办,成功
850,西安石油大学,陕西省,陕西,西安,,,,理工,本科,公办,成功
851,陕西科技大学,陕西省,陕西,西安,,,,理工,本科,公办,成功
852,西安工程大学,陕西省,陕西,西安,,,,理工,本科,公办,成功
853,长安大学,教育部,陕西,西安,,211.0,双一流,理工,本科,公办,成功
854,西北农林科技大学,教育部,陕西,咸阳,985.0,211.0,双一流,农林,本科,公办,成功
855,陕西中医药大学,陕西省,陕西,咸阳,,,,0,本科,公办,成功
856,陕西师范大学,教育部,陕西,西安,,211.0,双一流,师范,本科,公办,成功
857,延安大学,陕西省,陕西,延安,,,,0,本科,公办,成功
858,陕西理工大学,陕西省,陕西,汉中,,,,0,本科,公办,成功
859,宝鸡文理学院,陕西省,陕西,宝鸡,,,,0,本科,公办,成功
860,咸阳师范学院,陕西省,陕西,咸阳,,,,0,本科,公办,成功
861,渭南师范学院,陕西省,陕西,渭南,,,,0,本科,公办,成功
862,西安外国语大学,陕西省,陕西,西安,,,,语言,本科,公办,成功
863,西北政法大学,陕西省,陕西,西安,,,,政法,本科,公办,成功
864,西安体育学院,陕西省,陕西,西安,,,,0,本科,公办,无效数据
865,西安音乐学院,陕西省,陕西,西安,,,,0,本科,公办,成功
866,西安美术学院,陕西省,陕西,西安,,,,艺术,本科,公办,成功
867,西安文理学院,陕西省,陕西,西安,,,,0,本科,公办,成功
868,榆林大学,,陕西,榆林,,,,,本科,公办,本省未招生
869,商洛学院,陕西省,陕西,商洛,,,,0,本科,公办,成功
870,安康学院,陕西省,陕西,安康,,,,0,本科,公办,本省未招生
871,西安财经大学,陕西省,陕西,西安,,,,0,本科,公办,成功
872,西安邮电大学,陕西省,陕西,西安,,,,理工,本科,公办,成功
873,西安航空学院,陕西省,陕西,西安,,,,0,本科,公办,成功
874,西安医学院,陕西省,陕西,西安,,,,0,本科,公办,本省未招生
875,陕西学前师范学院,陕西省,陕西,西安,,,,0,本科,公办,本省未招生
876,陕西工业职业技术大学,陕西省,陕西,咸阳,,,,,本科,公办,本省未招生
877,陕西农林职业技术大学,陕西省,陕西,咸阳,,,,,本科,公办,本省未招生
878,陕西警察学院,陕西省,陕西,西安,,,,0,本科,公办,本省未招生
879,兰州大学,教育部,甘肃,兰州,985.0,211.0,双一流,综合,本科,公办,成功
880,兰州理工大学,甘肃省,甘肃,兰州,,,,理工,本科,公办,成功
881,兰州交通大学,甘肃省,甘肃,兰州,,,,理工,本科,公办,成功
882,甘肃农业大学,甘肃省,甘肃,兰州,,,,农林,本科,公办,成功
883,甘肃中医药大学,甘肃省,甘肃,兰州,,,,0,本科,公办,成功
884,西北师范大学,甘肃省,甘肃,兰州,,,,师范,本科,公办,成功
885,兰州城市学院,甘肃省,甘肃,兰州,,,,0,本科,公办,成功
886,陇东学院,甘肃省,甘肃,庆阳,,,,0,本科,公办,成功
887,天水师范大学,甘肃省,甘肃,天水,,,,,本科,公办,成功
888,河西学院,甘肃省,甘肃,张掖,,,,0,本科,公办,本省未招生
889,兰州财经大学,甘肃省,甘肃,兰州,,,,0,本科,公办,成功
890,西北民族大学,国家民委,甘肃,兰州,,,,民族,本科,公办,成功
891,甘肃政法大学,甘肃省,甘肃,兰州,,,,0,本科,公办,成功
892,甘肃民族师范学院,甘肃省,甘肃,甘南,,,,0,本科,公办,本省未招生
893,兰州文理学院,甘肃省,甘肃,兰州,,,,0,本科,公办,本省未招生
894,甘肃医学院,甘肃省,甘肃,平凉,,,,0,本科,公办,本省未招生
895,兰州工业学院,甘肃省,甘肃,兰州,,,,0,本科,公办,成功
896,兰州石化职业技术大学,甘肃省,甘肃,兰州,,,,0,本科,公办,成功
897,兰州资源环境职业技术大学,甘肃省,甘肃,兰州,,,,0,本科,公办,成功
898,陇南师范学院,甘肃省,甘肃,陇南,,,,0,本科,公办,本省未招生
899,酒泉职业技术大学,甘肃省,甘肃,酒泉,,,,,本科,公办,本省未招生
900,甘肃警察学院,甘肃省,甘肃,兰州,,,,0,本科,公办,本省未招生
901,甘肃林业职业技术大学,甘肃省,甘肃,天水,,,,0,本科,公办,成功
902,甘肃工业职业技术大学,甘肃省,甘肃,天水,,,,,本科,公办,本省未招生
903,武威职业技术大学,甘肃省,甘肃,武威,,,,,本科,公办,本省未招生
904,青海大学,青海省,青海,西宁,,211.0,双一流,综合,本科,公办,成功
905,青海师范大学,青海省,青海,西宁,,,,师范,本科,公办,本省未招生
906,青海民族大学,青海省,青海,西宁,,,,0,本科,公办,成功
907,青海职业技术大学,青海省,青海,西宁,,,,0,本科,公办,本省未招生
908,宁夏大学,宁夏回族自治区,宁夏,银川,,211.0,双一流,综合,本科,公办,成功
909,宁夏医科大学,宁夏回族自治区,宁夏,银川,,,,医药,本科,公办,成功
910,宁夏师范大学,宁夏回族自治区,宁夏,固原,,,,0,本科,公办,本省未招生
911,北方民族大学,国家民委,宁夏,银川,,,,0,本科,公办,成功
912,宁夏职业技术大学,宁夏回族自治区,宁夏,银川,,,,,本科,公办,本省未招生
913,宁夏工商职业技术大学,宁夏回族自治区,宁夏,银川,,,,,本科,公办,本省未招生
914,新疆大学,新疆维吾尔自治区,新疆,乌鲁木齐,,211.0,双一流,综合,本科,公办,成功
915,塔里木大学,新疆生产建设兵团,新疆,阿拉尔,,,,0,本科,公办,成功
916,新疆农业大学,新疆维吾尔自治区,新疆,乌鲁木齐,,,,农林,本科,公办,成功
917,石河子大学,新疆生产建设兵团,新疆,石河子,,211.0,双一流,综合,本科,公办,成功
918,新疆医科大学,新疆维吾尔自治区,新疆,乌鲁木齐,,,,医药,本科,公办,成功
919,新疆师范大学,新疆维吾尔自治区,新疆,乌鲁木齐,,,,师范,本科,公办,成功
920,喀什大学,新疆维吾尔自治区,新疆,喀什,,,,0,本科,公办,成功
921,伊犁师范大学,新疆维吾尔自治区,新疆,伊犁,,,,0,本科,公办,成功
922,新疆财经大学,新疆维吾尔自治区,新疆,乌鲁木齐,,,,财经,本科,公办,成功
923,新疆艺术学院,新疆维吾尔自治区,新疆,乌鲁木齐,,,,0,本科,公办,本省未招生
924,新疆工程学院,新疆维吾尔自治区,新疆,乌鲁木齐,,,,0,本科,公办,成功
925,昌吉学院,新疆维吾尔自治区,新疆,昌吉,,,,0,本科,公办,成功
926,新疆警察学院,新疆维吾尔自治区,新疆,乌鲁木齐,,,,0,本科,公办,本省未招生
927,新疆理工学院,新疆维吾尔自治区,新疆,阿克苏,,,,0,本科,公办,成功
928,新疆第二医学院,新疆维吾尔自治区,新疆,克拉玛依,,,,0,本科,公办,成功
929,新疆科技学院,新疆维吾尔自治区,新疆,巴音郭楞,,,,0,本科,公办,成功
930,新疆政法学院,新疆生产建设兵团,新疆,图木舒克,,,,0,本科,公办,成功
931,新疆和田学院,新疆维吾尔自治区,新疆,和田,,,,0,本科,公办,成功
932,新疆农业职业技术大学,新疆维吾尔自治区,新疆,昌吉,,,,0,本科,公办,本省未招生
933,乌鲁木齐职业大学,新疆维吾尔自治区,新疆,乌鲁木齐,,,,综合,本科,公办,本省未招生
934,新疆交通职业技术大学,新疆维吾尔自治区,新疆,乌鲁木齐,,,,,本科,公办,本省未招生
935,空军军医大学,,陕西,西安,,,双一流,0,本科,公办,本省未招生
936,重庆中医药学院,重庆市,重庆,重庆,,,,0,本科,公办,成功
937,安徽公安学院,安徽省,安徽,合肥,,,,0,本科,公办,无效数据
938,康复大学,山东省,山东,青岛,,,,0,本科,公办,本省未招生
939,河南体育学院,河南省,河南,郑州,,,,0,本科,公办,本省未招生
940,深圳理工大学,广东省,广东,深圳,,,,0,本科,公办,成功
941,青海理工学院,青海省,青海,西宁,,,,0,本科,公办,成功
942,新疆工业学院,新疆生产建设兵团,新疆,和田,,,,,本科,公办,本省未招生
943,山西医药学院,山西省,山西,吕梁,,,,,本科,公办,本省未招生
944,大湾区大学,广东省,广东,东莞,,,,0,本科,公办,无效数据
945,海南警察学院,海南省,海南,海口,,,,,本科,公办,无效数据
946,西安戏剧学院,陕西省,陕西,西安,,,,,本科,公办,本省未招生
947,新疆理工职业大学,新疆生产建设兵团,新疆,喀什,,,,,本科,公办,本省未招生
948,北京城市学院,北京市教委,北京,北京,,,,0,本科,民办,成功
949,首都师范大学科德学院,北京市教委,北京,北京,,,,艺术,本科,民办,成功
950,北京金融科技学院,北京市教委,北京,北京,,,,0,本科,民办,成功
951,北京邮电大学世纪学院,北京市教委,北京,北京,,,,综合,本科,民办,成功
952,北京工业大学耿丹学院,北京市教委,北京,北京,,,,综合,本科,民办,成功
953,北京第二外国语学院中瑞酒店管理学院,北京市教委,北京,北京,,,,综合,本科,民办,成功
954,天津天狮学院,天津市教委,天津,天津,,,,0,本科,民办,成功
955,天津外国语大学滨海外事学院,天津市教委,天津,天津,,,,语言,本科,民办,成功
956,天津传媒学院,天津市教委,天津,天津,,,,0,本科,民办,本省未招生
957,天津商业大学宝德学院,天津市教委,天津,天津,,,,财经,本科,民办,成功
958,天津医科大学临床医学院,天津市教委,天津,天津,,,,医药,本科,民办,成功
959,南开大学滨海学院,天津市教委,天津,天津,,,,综合,本科,民办,本省未招生
960,天津师范大学津沽学院,天津市教委,天津,天津,,,,0,本科,民办,本省未招生
961,天津理工大学中环信息学院,天津市教委,天津,天津,,,,综合,本科,民办,成功
962,北京科技大学天津学院,天津市教委,天津,天津,,,,综合,本科,民办,成功
963,天津仁爱学院,天津市教委,天津,天津,,,,0,本科,民办,成功
964,天津财经大学珠江学院,天津市教委,天津,天津,,,,财经,本科,民办,成功
965,河北传媒学院,河北省教育厅,河北,石家庄,,,,0,本科,民办,本省未招生
966,河北工程技术学院,河北省教育厅,河北,石家庄,,,,0,本科,民办,本省未招生
967,河北美术学院,河北省教育厅,河北,石家庄,,,,0,本科,民办,本省未招生
968,河北科技学院,河北省教育厅,河北,保定,,,,0,本科,民办,成功
969,河北外国语学院,河北省教育厅,河北,石家庄,,,,0,本科,民办,成功
970,河北大学工商学院,河北省教育厅,河北,保定,,,,0,本科,民办,成功
971,华北理工大学轻工学院,河北省教育厅,河北,唐山,,,,综合,本科,民办,本省未招生
972,河北师范大学汇华学院,河北省教育厅,河北,石家庄,,,,师范,本科,民办,本省未招生
973,河北经贸大学经济管理学院,河北省教育厅,河北,石家庄,,,,财经,本科,民办,成功
974,河北医科大学临床学院,河北省教育厅,河北,石家庄,,,,医药,本科,民办,成功
975,河北工程大学科信学院,河北省教育厅,河北,邯郸,,,,综合,本科,民办,成功
976,燕山大学里仁学院,河北省教育厅,河北,秦皇岛,,,,0,本科,民办,无效数据
977,石家庄铁道大学四方学院,河北省教育厅,河北,石家庄,,,,综合,本科,民办,成功
978,河北地质大学华信学院,河北省教育厅,河北,石家庄,,,,财经,本科,民办,本省未招生
979,河北农业大学现代科技学院,河北省教育厅,河北,保定,,,,综合,本科,民办,本省未招生
980,华北理工大学冀唐学院,河北省教育厅,河北,唐山,,,,医药,本科,民办,无效数据
981,保定理工学院,河北省教育厅,河北,保定,,,,0,本科,民办,成功
982,燕京理工学院,河北省教育厅,河北,廊坊,,,,0,本科,民办,成功
983,北京中医药大学东方学院,河北省教育厅,河北,廊坊,,,,医药,本科,民办,成功
984,沧州交通学院,河北省教育厅,河北,沧州,,,,0,本科,民办,成功
985,河北东方学院,河北省教育厅,河北,廊坊,,,,0,本科,民办,本省未招生
986,山西应用科技学院,山西省教育厅,山西,太原,,,,0,本科,民办,本省未招生
987,晋中信息学院,山西省教育厅,山西,晋中,,,,0,本科,民办,本省未招生
988,山西晋中理工学院,山西省教育厅,山西,晋中,,,,0,本科,民办,成功
989,晋中健康学院,山西省教育厅,山西,晋中,,,,,本科,民办,本省未招生
990,山西财经大学华商学院,山西省教育厅,山西,太原,,,,0,本科,民办,本省未招生
991,山西工商学院,山西省教育厅,山西,太原,,,,0,本科,民办,本省未招生
992,运城职业技术大学,山西省教育厅,山西,运城,,,,0,本科,民办,本省未招生
993,内蒙古大学创业学院,内蒙古自治区教育厅,内蒙古,呼和浩特,,,,综合,本科,民办,本省未招生
994,内蒙古鸿德文理学院,内蒙古自治区教育厅,内蒙古,呼和浩特,,,,0,本科,民办,本省未招生
995,辽宁对外经贸学院,辽宁省教育厅,辽宁,大连,,,,0,本科,民办,成功
996,辽宁理工职业大学,辽宁省教育厅,辽宁,锦州,,,,0,本科,民办,本省未招生
997,大连理工大学城市学院,辽宁省教育厅,辽宁,大连,,,,理工,本科,民办,成功
998,沈阳工业大学工程学院,辽宁省教育厅,辽宁,辽阳,,,,0,本科,民办,本省未招生
999,沈阳航空航天大学北方科技学院,辽宁省教育厅,辽宁,沈阳,,,,0,本科,民办,本省未招生
1000,沈阳工学院,辽宁省教育厅,辽宁,抚顺,,,,0,本科,民办,成功
1001,大连工业大学艺术与信息工程学院,辽宁省教育厅,辽宁,大连,,,,理工,本科,民办,本省未招生
1002,大连科技学院,辽宁省教育厅,辽宁,大连,,,,0,本科,民办,成功
1003,沈阳城市建设学院,辽宁省教育厅,辽宁,沈阳,,,,0,本科,民办,成功
1004,大连医科大学中山学院,辽宁省教育厅,辽宁,大连,,,,医药,本科,民办,成功
1005,锦州医科大学医疗学院,辽宁省教育厅,辽宁,锦州,,,,医药,本科,民办,本省未招生
1006,辽宁师范大学海华学院,辽宁省教育厅,辽宁,大连,,,,综合,本科,民办,本省未招生
1007,辽宁理工学院,辽宁省教育厅,辽宁,锦州,,,,0,本科,民办,本省未招生
1008,大连财经学院,辽宁省教育厅,辽宁,大连,,,,0,本科,民办,成功
1009,沈阳城市学院,辽宁省教育厅,辽宁,沈阳,,,,0,本科,民办,成功
1010,大连艺术学院,辽宁省教育厅,辽宁,大连,,,,0,本科,民办,本省未招生
1011,辽宁中医药大学杏林学院,辽宁省教育厅,辽宁,沈阳,,,,医药,本科,民办,成功
1012,辽宁何氏医学院,辽宁省教育厅,辽宁,沈阳,,,,0,本科,民办,本省未招生
1013,沈阳科技学院,辽宁省教育厅,辽宁,沈阳,,,,0,本科,民办,本省未招生
1014,大连东软信息学院,辽宁省教育厅,辽宁,大连,,,,0,本科,民办,成功
1015,辽宁财贸学院,辽宁省教育厅,辽宁,葫芦岛,,,,0,本科,民办,成功
1016,辽宁传媒学院,辽宁省教育厅,辽宁,沈阳,,,,0,本科,民办,本省未招生
1017,吉林外国语大学,吉林省教育厅,吉林,长春,,,,0,本科,民办,成功
1018,长春光华学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,成功
1019,长春工业大学人文信息学院,吉林省教育厅,吉林,长春,,,,综合,本科,民办,成功
1020,长春电子科技学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,成功
1021,长春财经学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,成功
1022,吉林建筑科技学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,成功
1023,长春建筑学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,成功
1024,长春科技学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,成功
1025,吉林动画学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,成功
1026,吉林师范大学博达学院,吉林省教育厅,吉林,四平,,,,综合,本科,民办,成功
1027,长春大学旅游学院,吉林省教育厅,吉林,长春,,,,综合,本科,民办,成功
1028,长春人文学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,成功
1029,黑龙江东方学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,成功
1030,哈尔滨信息工程学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,本省未招生
1031,齐齐哈尔工程学院,黑龙江省教育厅,黑龙江,齐齐哈尔,,,,0,本科,民办,本省未招生
1032,黑龙江外国语学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,成功
1033,黑龙江财经学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,成功
1034,哈尔滨石油学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,本省未招生
1035,黑龙江工商学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,成功
1036,哈尔滨远东理工学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,本省未招生
1037,哈尔滨剑桥学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,本省未招生
1038,黑龙江工程学院昆仑旅游学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,综合,本科,民办,本省未招生
1039,哈尔滨广厦学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,本省未招生
1040,哈尔滨华德学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,成功
1041,上海杉达学院,上海市教委,上海,上海,,,,0,本科,民办,成功
1042,上海立达学院,上海市教委,上海,上海,,,,0,本科,民办,成功
1043,上海建桥学院,上海市教委,上海,上海,,,,0,本科,民办,成功
1044,上海兴伟学院,上海市教委,上海,上海,,,,0,本科,民办,成功
1045,上海中侨职业技术大学,上海市教委,上海,上海,,,,0,本科,民办,成功
1046,上海视觉艺术学院,上海市教委,上海,上海,,,,0,本科,民办,成功
1047,上海外国语大学贤达经济人文学院,上海市教委,上海,上海,,,,语言,本科,民办,成功
1048,上海师范大学天华学院,上海市教委,上海,上海,,,,师范,本科,民办,成功
1049,三江学院,江苏省教育厅,江苏,南京,,,,0,本科,民办,成功
1050,南通理工学院,江苏省教育厅,江苏,南通,,,,0,本科,民办,成功
1051,东南大学成贤学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,成功
1052,无锡太湖学院,江苏省教育厅,江苏,无锡,,,,0,本科,民办,成功
1053,中国矿业大学徐海学院,江苏省教育厅,江苏,徐州,,,,综合,本科,民办,本省未招生
1054,南京大学金陵学院,江苏省教育厅,江苏,南京,,,,0,本科,民办,本省未招生
1055,南京理工大学紫金学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,成功
1056,南京航空航天大学金城学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,成功
1057,南京传媒学院,江苏省教育厅,江苏,南京,,,,0,本科,民办,成功
1058,南京理工大学泰州科技学院,江苏省教育厅,江苏,泰州,,,,综合,本科,民办,成功
1059,南京师范大学泰州学院,江苏省教育厅,江苏,泰州,,,,师范,本科,民办,成功
1060,南京工业大学浦江学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,成功
1061,南京师范大学中北学院,江苏省教育厅,江苏,镇江,,,,综合,本科,民办,成功
1062,南京医科大学康达学院,江苏省教育厅,江苏,连云港,,,,医药,本科,民办,成功
1063,南京中医药大学翰林学院,江苏省教育厅,江苏,泰州,,,,0,本科,民办,本省未招生
1064,苏州大学应用技术学院,江苏省教育厅,江苏,苏州,,,,综合,本科,民办,成功
1065,苏州科技大学天平学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,成功
1066,江苏大学京江学院,江苏省教育厅,江苏,镇江,,,,综合,本科,民办,成功
