序号,学校名称,主管部门,省份,城市,985,211,双一流,类型,层次,性质,状态
2168,广西生态工程职业技术学院,广西壮族自治区,广西,柳州,,,,综合,专科,公办,本省未招生
2169,广西交通职业技术学院,广西壮族自治区,广西,南宁,,,,理工,专科,公办,本省未招生
2170,广西工业职业技术学院,广西壮族自治区,广西,南宁,,,,综合,专科,公办,本省未招生
2171,广西国际商务职业技术学院,广西壮族自治区,广西,南宁,,,,财经,专科,公办,成功
2172,柳州铁道职业技术学院,广西壮族自治区,广西,柳州,,,,理工,专科,公办,成功
2173,广西建设职业技术学院,广西壮族自治区,广西,南宁,,,,理工,专科,公办,本省未招生
2174,广西现代职业技术学院,广西壮族自治区,广西,河池,,,,综合,专科,公办,本省未招生
2175,北海职业学院,广西壮族自治区,广西,北海,,,,综合,专科,公办,本省未招生
2176,广西经贸职业技术学院,广西壮族自治区,广西,南宁,,,,财经,专科,公办,本省未招生
2177,广西工商职业技术学院,广西壮族自治区,广西,南宁,,,,财经,专科,公办,本省未招生
2178,广西电力职业技术学院,广西壮族自治区,广西,南宁,,,,理工,专科,公办,成功
2179,柳州城市职业学院,广西壮族自治区,广西,柳州,,,,综合,专科,公办,本省未招生
2180,百色职业学院,广西壮族自治区,广西,百色,,,,0,专科,公办,本省未招生
2181,梧州职业学院,广西壮族自治区,广西,梧州,,,,综合,专科,公办,本省未招生
2182,广西幼儿师范高等专科学校,广西壮族自治区,广西,南宁,,,,师范,专科,公办,成功
