查询院校名称,页面院校名称,主管部门,院校省份,城市,985,211,双一流,类型,层次,性质,省份,批次,科类,专业组,选科要求,专业,最低分,最低位次,人数,批次线差,备注
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,50C,首选物理 再选化学,"电子信息工程-(中外合作办学)(英国阿伯丁大学，实行3+1培养模式，学费标准以实际批复为准。)(中外培养模式：3+1)-2, 机械设计制造及其自动化-(中外合作办学)(英国斯旺西大学，实行3+1培养模式。)(中外培养模式：3+1)-2",,,4.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,50A,首选物理 再选化学,数学与应用数学-(双学位试验班)(数学与应用数学+人工智能双学位培养，学费标准以实际批复为准。)-2,,,2.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,50B,首选物理 再选化学,软件工程-(国家特软创新班)(后两年学费16000元/年，不招单色异常考生。)-2,,,2.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"水声工程-(含水声、电子水声、海洋信息3个专业)-9, 电子信息类-(电子信息工程、通信工程、光电信息科学与工程)-9, 海洋工程类-(船舶与海洋工程、港口航道与海岸工程、海洋机器人)-9, 自动化类-(自动化、电气工程及其自动化、测控技术与仪器、探测制导与控制技术、机器人工程、人工智能)-9, 软件工程-(后两年学费16000元/年，不招单色异常考生。)-7, 机械类-(机械设计制造及其自动化、工业设计)-4, 能源动力类-(能源与动力工程、轮机工程)-4, 航空航天类-(飞行器设计与工程、飞行器动力工程、工程力学)-4, 智能制造工程-4, 核工程与核技术-3, 新能源材料与器件-2, 材料类-(材料科学与工程、化学工程与工艺)(不招色弱、色盲、单色异常考生。)-2, 核化工与核燃料工程-2, 大数据管理与应用-(不招单色异常考生。)-2, 数学与应用数学-2, 应用物理学-1",,,73.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,船舶与海洋工程-(兴海领军)-1,,,1.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,能源与动力工程-(兴海领军)-2,,,2.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,504,首选物理 再选化学,人工智能-(兴海领军)-1,,,1.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,505,首选物理 再选化学,海洋信息工程-(兴海领军)-1,,,1.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,506,首选物理 再选化学,计算机科学与技术-(兴海领军)(不招单色异常考生。)-2,,,2.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,507,首选物理 再选化学,通信工程-(兴海领军)-2,,,2.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,508,首选物理 再选化学,材料科学与工程-(兴海领军)-1,,,1.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,509,首选物理 再选化学,核工程与核技术-(兴海领军)-2,,,2.0,,
哈尔滨工程大学,哈尔滨工程大学,工业和信息化部,黑龙江,哈尔滨,,,双一流,理工,本科,公办,江西,本科批,首选物理,561,首选物理 再选化学,"智能制造工程-(国家专项)-4, 能源动力类-(能源与动力工程、轮机工程)(国家专项)-4, 新能源材料与器件-(国家专项)-2, 航空航天类-(飞行器设计与工程、飞行器动力工程、工程力学)(国家专项)-2, 材料类-(材料科学与工程、化学工程与工艺)(不招色弱、色盲、单色异常考生。)(国家专项)-2, 数学与应用数学-(国家专项)-2",,,16.0,,
浙江海洋大学,浙江海洋大学,浙江省,浙江,舟山,,,,农林,本科,公办,江西,本科批,首选物理,502,首选物理 再选不限,数字经济-(定海校区就读。)-7,,,7.0,,
浙江海洋大学,浙江海洋大学,浙江省,浙江,舟山,,,,农林,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"食品科学与工程-(第一学年在定海校区，第二学年起在新城校区就读。)-8, 药学-(第一学年在定海校区，第二学年起在新城校区就读。)-7, 水产养殖学-(第一学年在定海校区，第二学年起在新城校区就读。)-7, 海洋资源与环境-(第一学年在定海校区，第二学年起在新城校区就读。)-7, 化学工程与工艺-(第一学年在定海校区，第二学年起在新城校区就读。)-6, 机械设计制造及其自动化-(第一学年在定海校区，第二学年起在新城校区就读。)-6, 安全工程-(第一学年在定海校区，第二学年起在新城校区就读。)-6, 环境科学与工程-(第一学年在定海校区，第二学年起在新城校区就读。)-6, 海洋科学-(第一学年在定海校区，第二学年起在新城校区就读。)-6, 生物科学-(第一学年在定海校区，第二学年起在新城校区就读。)-6, 油气储运工程-(第一学年在定海校区，第二学年起在新城校区就读。)-5, 土木工程-(第一学年在定海校区，第二学年起在新城校区就读。)-5, 海洋油气工程-(第一学年在定海校区，第二学年起在新城校区就读。)-4, 智慧海洋技术-(第一学年在定海校区，第二学年起在新城校区就读。)-4, 电子信息工程-(第一学年在定海校区，第二学年起在新城校区就读。)-4, 能源与动力工程-(第一学年在定海校区，第二学年起在新城校区就读。)-4, 电气工程及其自动化-(第一学年在定海校区，第二学年起在新城校区就读。)-4, 数学与应用数学-(师范类)(第一学年在定海校区，第二学年起在新城校区就读。)-4, 水族科学与技术-(第一学年在定海校区，第二学年起在新城校区就读。)-3, 计算机科学与技术-(第一学年在定海校区，第二学年起在新城校区就读。)-2, 船舶与海洋工程-(第一学年在定海校区，第二学年起在新城校区就读。)-2",,,106.0,,
浙江海洋大学,浙江海洋大学,浙江省,浙江,舟山,,,,农林,本科,公办,江西,本科批,首选物理,504,首选物理 再选生物,护理学-(定海校区就读。)-4,,,4.0,,
浙江海洋大学,浙江海洋大学,浙江省,浙江,舟山,,,,农林,本科,公办,江西,本科批,首选物理,561,首选物理 再选化学,"港口航道与海岸工程-(第一学年在定海校区，第二学年起在新城校区就读。)(国家专项)-5, 船舶与海洋工程-(第一学年在定海校区，第二学年起在新城校区就读。)(国家专项)-5, 海洋科学-(第一学年在定海校区，第二学年起在新城校区就读。)(国家专项)-4, 海洋工程与技术-(第一学年在定海校区，第二学年起在新城校区就读。)(国家专项)-4",,,18.0,,
浙江工商大学,浙江工商大学,浙江省,浙江,杭州,,,,财经,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"工商管理类-(含营销、智能双学士学位项目)(工商管理、市场营销、人力资源管理、国际商务)-4, 会计学-(1年后搬迁至下沙校区。含(会计学、财务管理、审计学和会计学(ACCA))。)-2, 金融学-2, 外国语言文学类-(英语、商务英语)(外语要求:不限)-2, 旅游管理类-(旅游管理、酒店管理)-1, 经济学类-(经济学、国际经济与贸易)-1",,,12.0,,
浙江工商大学,浙江工商大学,浙江省,浙江,杭州,,,,财经,本科,公办,江西,本科批,首选物理,502,首选物理 再选不限,经济统计学-6,,,6.0,,
浙江工商大学,浙江工商大学,浙江省,浙江,杭州,,,,财经,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"食品科学与工程类-(食品科学与工程、食品质量与安全)-11, 生物工程-7, 应用统计学-2",,,20.0,,
池州学院,池州学院,安徽省,安徽,池州,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"审计学-1, 电子商务-1, 财务管理-1, 市场营销-1, 人力资源管理-1, 国际经济与贸易-1, 学前教育-(师范类)-1, 知识产权-1",,,8.0,,
池州学院,池州学院,安徽省,安徽,池州,,,,0,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"高分子材料与工程-5, 新能源材料与器件-5, 计算机科学与技术-4, 网络工程-3, 数据科学与大数据技术-3, 智能科学与技术-3, 数学与应用数学-(师范类)-3, 环境工程-3, 光电信息科学与工程-3, 微电子科学与工程-3, 电气工程及其自动化-3, 机械设计制造及其自动化-3, 电子信息科学与技术-3, 应用化学-3, 统计学-3",,,50.0,,
宿州学院,宿州学院,安徽省,安徽,宿州,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"水文与水资源工程-3, 过程装备与控制工程-3, 化学工程与工艺-2, 地质工程-2, 测绘工程-2",,,12.0,,
安徽建筑大学,安徽建筑大学,安徽省,安徽,合肥,,,,理工,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"建筑学-(五年)-2, 工程管理-2, 工程造价-2, 人力资源管理-1, 金融工程-1",,,8.0,,
安徽建筑大学,安徽建筑大学,安徽省,安徽,合肥,,,,理工,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"智能建造-3, 建筑环境与能源应用工程-2, 高分子材料与工程-2, 土木工程-2, 地质工程-2, 消防工程-2, 水利水电工程-2, 物联网工程-2, 过程装备与控制工程-2, 环境工程-1, 无机非金属材料工程-1, 给排水科学与工程-1, 交通工程-1, 信息与计算科学-1, 安全工程-1, 新能源材料与器件-1, 遥感科学与技术-1",,,27.0,,
宁波工程学院,宁波工程学院,浙江省,浙江,宁波,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,建筑学-(五年)-3,,,3.0,,
宁波工程学院,宁波工程学院,浙江省,浙江,宁波,,,,0,本科,公办,江西,本科批,首选物理,502,首选物理 再选不限,金融工程-6,,,6.0,,
宁波工程学院,宁波工程学院,浙江省,浙江,宁波,,,,0,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"土木工程-8, 机械设计制造及其自动化-8, 机器人工程-(第一学年在风华校区，第二学年起在翠柏校区。)-6, 电子科学与技术-6, 计算机科学与技术-(第一学年在风华校区，第二学年起在翠柏校区。)-6, 安全工程-6, 材料成型及控制工程-6, 车辆工程-6, 信息与计算科学-6, 新能源科学与工程-5, 电子信息工程-5, 建筑环境与能源应用工程-5, 数据科学与大数据技术-4, 新能源材料与器件-4, 应用统计学-4, 人工智能-(第一学年在风华校区，第二学年起在翠柏校区。)-3, 电气工程及其自动化-3, 网络空间安全-(第一学年在风华校区，第二学年起在翠柏校区。)-3, 交通工程-3, 网络工程-(第一学年在风华校区，第二学年起在翠柏校区。)-3, 储能科学与工程-3, 汽车服务工程-2",,,105.0,,
宁波工程学院,宁波工程学院,浙江省,浙江,宁波,,,,0,本科,公办,江西,本科批,首选物理,504,首选物理 再选化学,"信息与计算科学-(中外合作办学)(外语成绩不低于：100。中美合作办学，4年国内学习。)(中外培养模式：4+0)-6, 机械设计制造及其自动化-(中外合作办学)(外语成绩不低于：100。中美合作办学，4年国内学习。)(中外培养模式：4+0)-3",,,9.0,,
宁波工程学院,宁波工程学院,浙江省,浙江,宁波,,,,0,本科,公办,江西,本科批,首选物理,505,首选物理 再选化学,"化学工程与工艺-(不招色盲、色弱考生。)-8, 材料物理-(不招色盲考生。)-2, 油气储运工程-(不招色盲考生。)-2, 应用化学-(不招色盲、色弱考生。)-2",,,14.0,,
合肥师范学院,合肥师范学院,安徽省,安徽,合肥,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,经济统计学-6,,,6.0,,
合肥师范学院,合肥师范学院,安徽省,安徽,合肥,,,,0,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"新能源材料与器件-9, 光电信息科学与工程-6, 软件工程-5, 应用统计学-5, 材料科学与工程-5",,,30.0,,
合肥师范学院,合肥师范学院,安徽省,安徽,合肥,,,,0,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学、生物(2科必选),"食品质量与安全-5, 生物制药-4",,,9.0,,
山东理工大学,山东理工大学,山东省,山东,淄博,,,,理工,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"工业工程-6, 数字经济-6",,,12.0,,
山东理工大学,山东理工大学,山东省,山东,淄博,,,,理工,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"应用化学-9, 化学-9, 土木工程-(交通基础设施工程方向)-6, 材料科学与工程-6, 生物工程-6, 矿物加工工程-6, 新能源汽车工程-6, 资源勘查工程-6, 交通运输-5, 测控技术与仪器-5, 食品科学与工程-5, 测绘工程-5, 土木工程-(卓越工程师班)-4, 材料成型及控制工程-4, 地理空间信息工程-4, 微电子科学与工程-4, 纺织工程-4, 能源化学工程-4, 交通工程-3, 生物科学-(师范类)-2",,,103.0,,
安徽师范大学,安徽师范大学,安徽省,安徽,芜湖,,,,师范,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"人力资源管理-5, 供应链管理-5, 财务管理-4, 经济学-4, 英语-(师范类)(外语语种要求：英语。)(外语要求:英语)-4, 心理学-(师范类)-4, 土地资源管理-4, 会计学-4, 学前教育-(师范类)-3, 法学-3, 汉语言文学-(师范类)-3, 新闻学-3, 城乡规划-3, 行政管理-3, 旅游管理-3, 秘书学-2, 社会工作-2, 网络与新媒体-2, 社会学-2, 广告学-2, 日语-(外语要求:不限)-2, 俄语-(外语要求:不限)-2, 葡萄牙语-(外语要求:不限)-2, 汉语国际教育-2, 法语-(外语要求:不限)-2, 教育学-(师范类)-2",,,77.0,,
安徽师范大学,安徽师范大学,安徽省,安徽,芜湖,,,,师范,本科,公办,江西,本科批,首选物理,502,首选物理 再选不限,"教育技术学-(师范类)-5, 数字经济-4, 金融工程-4",,,13.0,,
安徽师范大学,安徽师范大学,安徽省,安徽,芜湖,,,,师范,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"软件工程-6, 数学与应用数学-(师范类)-6, 计算机科学与技术-6, 生态学-6, 统计学-6, 环境工程-6, 环境科学-6, 物理学-(师范类)-5, 化学-(师范类)-5, 电子信息工程-5, 应用化学-5, 地理信息科学-5, 物联网工程-5, 新能源材料与器件-5, 人工智能-5, 生物制药-5, 数据科学与大数据技术-5, 通信工程-5, 食品科学与工程-5, 生物技术-5, 化学工程与工艺-5, 光电信息科学与工程-5, 自动化-5, 网络空间安全-5, 生物科学-(师范类)-4, 高分子材料与工程-4",,,135.0,,
安徽师范大学,安徽师范大学,安徽省,安徽,芜湖,,,,师范,本科,公办,江西,本科批,首选物理,504,首选物理 再选地理,地理科学-(师范类)-3,,,3.0,,
厦门大学,厦门大学,教育部,福建,厦门,,,双一流,综合,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"经济学类-(含双学士学位项目)(金融学、财政学、税收学、国际经济与贸易、经济学)(含金融学+数据科学与大数据技术、经济学+数据科学与大数据技术双学士学位项目。)-8, 会计学-(会计、财务、审计，含双学士学位项目)(会计学、财务管理、审计学专业。含会计学+人工智能、财务管理+人工智能双学士学位项目。)-4, 会计学-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费2.7万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-3, 管理科学与工程类-(管理科学、电子商务)-2, 金融工程-2, 金融学-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费2.7万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-2",,,21.0,,
厦门大学,厦门大学,教育部,福建,厦门,,,双一流,综合,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"统计学类-(经济统计学、统计学、数据科学与大数据技术)(部分专业课程采用全英文授课。)-6, 理科试验班-(生命科学与医药健康类)(生物科学、生物技术、药学、预防医学、医学检验技术)(其中预防医学专业学制5年)-5, 化学类-(化学、能源化学、化学生物学、化学测量学与技术)-5, 理科试验班-(海洋与生态环境类)(海洋科学、海洋技术、环境科学、生态学)-4, 数学类-(数学与应用数学、信息与计算科学、统计学)-3, 物理学类-(含物理学、天文学)(物理学、天文学)-3, 软件工程-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费2.9万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-3, 物理学-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费2.9万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-2, 数学与应用数学-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费2.6万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-2, 电子信息工程-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费2.9万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-2, 新能源科学与工程-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费2.9万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-2, 网络空间安全-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费3万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-2, 计算机科学与技术-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费2.9万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-2, 人工智能-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费3万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-2, 数据科学与大数据技术-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费3万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-2, 海洋科学-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费2.9万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-1, 化学工程与工艺-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费2.9万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-1, 自动化-(厦门大学马来西亚分校招生专业)(外语成绩不低于：120。学费3万林吉特/学年。全英文授课，非英语语种考生慎报。入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习。办学地点在马来西亚雪邦。)(中外培养模式：0+4)-1",,,48.0,,
厦门大学,厦门大学,教育部,福建,厦门,,,双一流,综合,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"计算机类-(计算机科学与技术、网络空间安全、人工智能、软件工程)(软件工程专业三、四年级按学分收费，400元/学分，两年不超过80学分。)-13, 工科试验班-(航空航天，含双学士学位项目)(机械设计制造及其自动化、测控技术与仪器、自动化、飞行器设计与工程、飞行器动力工程)(含飞行器设计与工程+海洋技术双学士学位项目。专业分流后到飞行器动力工程、飞行器设计与工程专业学费6760元/学年。)-12, 电子信息类-(电子信息工程、集成电路设计与集成系统、微电子科学与工程、电子信息科学与技术、通信工程)(集成电路设计与集成系统专业三、四年级按学分收费，400元/学分，两年不超过80学分。)-10, 能源动力类-(新能源科学与工程、储能科学与工程)-5, 工科试验班-(化工与材料类)(化学工程与工艺、材料科学与工程)-3",,,43.0,,
厦门大学,厦门大学,教育部,福建,厦门,,,双一流,综合,本科,公办,江西,本科批,首选物理,561,首选物理 再选化学,"理科试验班-(医学类)(临床医学、口腔医学、中医学)(五年)(国家专项)-5, 理科试验班-(生命科学与医药健康类)(生物科学、生物技术、药学、预防医学、医学检验技术)(其中预防医学专业学制5年)(国家专项)-5, 理科试验班-(海洋与生态环境类)(海洋科学、海洋技术、环境科学、生态学)(国家专项)-5",,,15.0,,
南昌师范学院,南昌师范学院,江西省,江西,南昌,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"科学教育-(师范类)-95, 商务英语-(外语要求:不限)-61, 学前教育-(师范类)-28, 旅游管理-23, 英语-(师范类)(外语要求:不限)-23, 电子商务-(文化旅游产业学院)-22, 会展经济与管理-20, 小学教育-(师范类)-20, 跨境电子商务-17, 电子商务-17, 旅游管理-(文化旅游产业学院)-15",,,341.0,,
南昌师范学院,南昌师范学院,江西省,江西,南昌,,,,0,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"化学-(师范类)-108, 食品质量与安全-106, 数学与应用数学-(师范类)-106, 电子信息工程-104, 计算机科学与技术-(师范类)-104, 生物科学-(师范类)-102, 物理学-(师范类)-90, 统计学-45, 数据科学与大数据技术-44",,,809.0,,
南昌师范学院,南昌师范学院,江西省,江西,南昌,,,,0,本科,公办,江西,本科批,首选物理,504,首选物理 再选政治,思想政治教育-(师范类)-18,,,18.0,,
南昌师范学院,南昌师范学院,江西省,江西,南昌,,,,0,本科,公办,江西,本科批,首选物理,505,首选物理 再选地理,地理科学-(师范类)-15,,,15.0,,
山东工商学院,山东工商学院,山东省,山东,烟台,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"工商管理-13, 国际经济与贸易-8, 财务管理-6, 审计学-6, 财政学-4, 经济学-3, 能源经济-3, 会计学-2",,,45.0,,
山东工商学院,山东工商学院,山东省,山东,烟台,,,,0,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,电子科学与技术-3,,,3.0,,
泉州师范学院,泉州师范学院,福建省,福建,泉州,,,,0,本科,公办,江西,本科批,首选物理,502,首选物理 再选不限,"小学教育-(师范类)-4, 金融工程-3, 服装设计与工程-3, 体育经济与管理-2, 国际经济与贸易-2, 英语-(师范类)(外语语种要求：英语。)(外语要求:英语)-2, 应用心理学-2, 电子商务-2",,,20.0,,
泉州师范学院,泉州师范学院,福建省,福建,泉州,,,,0,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"光电信息科学与工程-7, 物理学-(师范类)-6, 食品科学与工程-6, 制药工程-5, 化学工程与工艺-5, 数学与应用数学-(师范类)-5, 环境科学-5, 纺织工程-4, 高分子材料与工程-4, 智能视觉工程-4, 数据科学与大数据技术-3, 电子信息科学与技术-2, 人工智能-2, 数字媒体技术-2, 化学-(师范类)-2, 计算机科学与技术-2, 通信工程-2, 机械设计制造及其自动化-2, 海洋技术-2, 电气工程与智能控制-2",,,72.0,,
泉州师范学院,泉州师范学院,福建省,福建,泉州,,,,0,本科,公办,江西,本科批,首选物理,504,首选物理 再选化学,软件工程-(学费：一、二年级每学年5040元，三、四年级每学年16000元)-4,,,4.0,,
泉州师范学院,泉州师范学院,福建省,福建,泉州,,,,0,本科,公办,江西,本科批,首选物理,505,首选物理 再选化学、生物(2科必选),生物科学-(师范类)-4,,,4.0,,
泉州师范学院,泉州师范学院,福建省,福建,泉州,,,,0,本科,公办,江西,本科批,首选物理,506,首选物理 再选地理,人文地理与城乡规划-2,,,2.0,,
福建农林大学,福建农林大学,福建省,福建,福州,,,,农林,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"风景园林-(在旗山校区报到。)-6, 工程管理-(在旗山校区报到，专业体检受限要求详见学校招生章程。)-5, 城乡规划-(五年)(在旗山校区报到。)-4, 财务管理-(在安溪校区报到，专业体检受限要求详见学校招生章程。)-4, 物流工程-(在旗山校区报到。)-3, 数字经济-(在安溪校区报到。)-3, 乡村治理-(在金山校区报到。)-3, 土地资源管理-(在金山校区报到，专业体检受限要求详见学校招生章程。)-3",,,31.0,,
福建农林大学,福建农林大学,福建省,福建,福州,,,,农林,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"林学类-(林学、森林保护、水土保持与荒漠化防治)(在金山校区报到，其下设的林学专业分流时有体检受限，详见学校招生章程。)-12, 生物科学类-(生物科学、生物技术)(在金山校区报到，专业体检受限要求详见学校招生章程。)-11, 智慧农业-(在金山校区报到。)-8, 农学-(在金山校区报到，专业体检受限要求详见学校招生章程。)-7, 动物医学-(五年)(在金山校区报到，专业体检受限要求详见学校招生章程。)-6, 园艺-(在金山校区报到，专业体检受限要求详见学校招生章程。)-6, 植物科学与技术-(在金山校区报到。)-6, 水产养殖学-(在金山校区报到，专业体检受限要求详见学校招生章程。)-6, 智能建造-(在旗山校区报到。)-5, 土木工程-(在旗山校区报到。)-5, 交通工程-(在旗山校区报到。)-5, 环境工程-(在金山校区报到，专业体检受限要求详见学校招生章程。)-4, 食品科学与工程-(在金山校区报到，专业体检受限要求详见学校招生章程。)-4, 生物制药-(在金山校区报到。)-4, 植物保护-(在金山校区报到，专业体检受限要求详见学校招生章程。)-4, 蜂学-(在金山校区报到。)-4, 农业资源与环境-(在金山校区报到，专业体检受限要求详见学校招生章程。)-4, 种子科学与工程-(在金山校区报到。)-4, 海洋科学-(在金山校区报到，专业体检受限要求详见学校招生章程。)-3, 食品质量与安全-(在金山校区报到。)-3, 动物科学-(在金山校区报到，专业体检受限要求详见学校招生章程。)-3, 生态修复学-(在金山校区报到。)-3, 农业智能装备工程-(在旗山校区报到。)-3, 中药资源与开发-(在金山校区报到。)-3, 智慧林业-(在金山校区报到。)-3, 生物育种科学-(在金山校区报到。)-3, 电子科学与技术-(在安溪校区报到。)-2, 网络工程-(在安溪校区报到。)-2",,,133.0,,
福建农林大学,福建农林大学,福建省,福建,福州,,,,农林,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,生态学-(中外合作办学)(五年)(中外合作3+2，合作院校：加拿大不列颠哥伦比亚大学(UBC)；在金山校区报到；专业体检受限要求详见学校招生章程；国内学习期间收费标准20000元/生·学年，出国后按国外大学收费标准。)-5,,,5.0,,
福建农林大学,福建农林大学,福建省,福建,福州,,,,农林,本科,公办,江西,本科批,首选物理,504,首选物理 再选生物,园林-(在旗山校区报到，专业体检受限要求详见学校招生章程。)-4,,,4.0,,
福建农林大学,福建农林大学,福建省,福建,福州,,,,农林,本科,公办,江西,本科批,首选物理,561,首选物理 再选化学,"茶学-(在安溪校区报到，专业体检受限要求详见学校招生章程。)(国家专项)-7, 生态学-(在金山校区报到，专业体检受限要求详见学校招生章程。)(国家专项)-5, 轻化工程-(在旗山校区报到，专业体检受限要求详见学校招生章程。)(国家专项)-4, 森林工程-(在旗山校区报到。)(国家专项)-2, 材料科学与工程-(在旗山校区报到。)(国家专项)-2",,,20.0,,
山东科技大学,山东科技大学,山东省,山东,青岛,,,,综合,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"工商管理-2, 会计学-2",,,4.0,,
